id year    education  sex nativeBorn    vocabulary age agegroup
19881248    1988    HS  Female  Yes 5   46  4
19881249    1988    Bach    Female  Yes 7   27  2
19881251    1988    HS  Male    Yes 7   36  3
19881252    1988    Bach    Female  Yes 7   28  2
19881254    1988    <HS Male    Yes 3   74  6
19881256    1988    HS  Female  Yes 5   25  2
19881257    1988    <HS Female  Yes 4   79  6
19881258    1988    <HS Female  Yes 2   69  6
19881260    1988    HS  Male    Yes 8   40  4
19881261    1988    <HS Male    Yes 3   33  3
19881262    1988    <HS Female  Yes 6   75  6
19881263    1988    <HS Male    Yes 5   68  6
19881264    1988    HS  Male    Yes 5   38  3
19881266    1988    <HS Female  Yes 5   75  6
19881267    1988    <HS Male    Yes 5   23  2
19881274    1988    <HS Female  Yes 2   62  6
19881275    1988    <HS Male    Yes 5   19  2
19881276    1988    <HS Male    Yes 6   59  5
19881278    1988    <HS Male    Yes 2   23  2
19881280    1988    Grad    Female  Yes 6   35  3
19881281    1988    HS  Female  Yes 2   70  6
19881283    1988    HS  Male    Yes 6   25  2
19881284    1988    Grad    Female  Yes 9   60  6
19881285    1988    Bach    Female  Yes 7   49  4
19881289    1988    HS  Female  Yes 6   40  4
19881290    1988    HS  Male    Yes 6   70  6
19881291    1988    <HS Male    Yes 5   28  2
19881292    1988    HS  Male    Yes 6   56  5
19881293    1988    Bach    Male    Yes 2   34  3
19881295    1988    HS  Female  Yes 6   27  2
19881296    1988    <HS Male    Yes 3   30  3
19881297    1988    HS  Female  Yes 4   38  3
19881298    1988    HS  Female  Yes 7   27  2
19881299    1988    <HS Female  Yes 1   49  4
19881300    1988    HS  Male    Yes 2   28  2
19881301    1988    HS  Female  Yes 5   31  3
19881302    1988    HS  Male    Yes 4   34  3
19881303    1988    HS  Female  Yes 6   68  6
19881304    1988    Grad    Female  Yes 7   35  3
19881306    1988    <HS Male    Yes 0   39  3
19881310    1988    HS  Female  Yes 3   73  6
19881311    1988    HS  Male    Yes 5   70  6
19881313    1988    HS  Female  Yes 7   45  4
19881316    1988    <HS Male    Yes 5   68  6
19881317    1988    HS  Female  Yes 5   21  2
19881318    1988    HS  Female  Yes 6   79  6
19881319    1988    HS  Female  Yes 6   43  4
19881320    1988    HS  Male    Yes 4   64  6
19881321    1988    <HS Male    Yes 4   84  6
19881323    1988    HS  Female  Yes 6   71  6
19881325    1988    <HS Female  Yes 5   25  2
19881332    1988    Bach    Male    Yes 7   28  2
19881333    1988    HS  Male    Yes 5   42  4
19881334    1988    Bach    Female  Yes 10  47  4
19881340    1988    HS  Female  Yes 6   24  2
19881341    1988    HS  Male    Yes 2   33  3
19881342    1988    HS  Male    Yes 3   38  3
19881343    1988    HS  Female  Yes 7   27  2
19881344    1988    <HS Female  Yes 4   79  6
19881345    1988    HS  Male    Yes 6   40  4
19881346    1988    <HS Female  Yes 4   78  6
19881347    1988    <HS Male    Yes 4   43  4
19881348    1988    HS  Female  Yes 4   57  5
19881349    1988    <HS Male    Yes 3   71  6
19881350    1988    <HS Male    Yes 3   59  5
19881351    1988    HS  Female  Yes 4   21  2
19881352    1988    HS  Male    Yes 5   37  3
19881354    1988    HS  Male    Yes 5   23  2
19881357    1988    Bach    Male    Yes 7   46  4
19881359    1988    HS  Female  No  5   56  5
19881360    1988    HS  Male    Yes 5   29  2
19881361    1988    HS  Male    Yes 4   44  4
19881362    1988    <HS Female  Yes 6   49  4
19881368    1988    HS  Female  Yes 8   72  6
19881369    1988    HS  Male    Yes 2   26  2
19881370    1988    <HS Male    Yes 3   89  6
19881371    1988    HS  Male    Yes 5   41  4
19881372    1988    <HS Female  Yes 6   47  4
19881373    1988    HS  Male    Yes 7   36  3
19881375    1988    <HS Male    Yes 5   35  3
19881378    1988    HS  Female  Yes 5   27  2
19881379    1988    <HS Male    Yes 3   37  3
19881380    1988    Grad    Female  Yes 7   40  4
19881381    1988    Grad    Female  Yes 5   35  3
19881383    1988    <HS Male    Yes 6   88  6
19881384    1988    <HS Female  Yes 5   33  3
19881385    1988    HS  Female  Yes 7   30  3
19881386    1988    HS  Male    Yes 5   43  4
19881387    1988    HS  Male    Yes 5   24  2
19881388    1988    HS  Male    Yes 5   37  3
19881389    1988    HS  Female  Yes 4   19  2
19881390    1988    HS  Female  Yes 10  24  2
19881391    1988    HS  Female  Yes 6   22  2
19881392    1988    Bach    Male    No  8   23  2
19881393    1988    HS  Female  Yes 4   21  2
19881394    1988    HS  Male    Yes 6   30  3
19881395    1988    HS  Male    Yes 10  38  3
19881397    1988    <HS Male    Yes 3   83  6
19881405    1988    Grad    Male    Yes 9   42  4
19881406    1988    Bach    Male    Yes 6   56  5
19881407    1988    Bach    Male    Yes 8   44  4
19881408    1988    HS  Female  Yes 5   35  3
19881410    1988    HS  Male    Yes 5   24  2
19881411    1988    <HS Female  Yes 4   61  6
19881412    1988    HS  Male    Yes 3   26  2
19881413    1988    <HS Male    Yes 3   66  6
19881415    1988    HS  Male    Yes 3   39  3
19881417    1988    <HS Male    Yes 3   21  2
19881418    1988    <HS Female  Yes 4   46  4
19881420    1988    HS  Female  Yes 4   37  3
19881422    1988    HS  Male    Yes 6   44  4
19881424    1988    JC  Female  Yes 2   75  6
19881426    1988    <HS Male    Yes 3   19  2
19881427    1988    HS  Male    Yes 4   42  4
19881430    1988    <HS Male    Yes 4   23  2
19881434    1988    HS  Female  Yes 6   44  4
19881435    1988    Bach    Female  Yes 6   26  2
19881436    1988    Bach    Female  Yes 6   35  3
19881437    1988    JC  Male    Yes 6   37  3
19881438    1988    HS  Male    Yes 6   59  5
19881440    1988    Grad    Female  Yes 8   53  5
19881441    1988    <HS Female  Yes 6   66  6
19881442    1988    HS  Female  Yes 5   28  2
19881445    1988    HS  Female  Yes 5   46  4
19881446    1988    HS  Female  Yes 6   22  2
19881447    1988    HS  Male    Yes 7   26  2
19881448    1988    HS  Female  Yes 6   21  2
19881450    1988    HS  Female  Yes 5   22  2
19881452    1988    JC  Male    Yes 4   21  2
19881454    1988    HS  Female  Yes 7   29  2
19881455    1988    HS  Female  Yes 5   21  2
19881456    1988    HS  Female  Yes 4   21  2
19881457    1988    HS  Female  Yes 6   21  2
19881458    1988    HS  Male    Yes 5   20  2
19881459    1988    HS  Female  Yes 6   29  2
19881460    1988    HS  Female  Yes 7   40  4
19881462    1988    <HS Female  Yes 4   73  6
19881464    1988    HS  Female  Yes 7   27  2
19881466    1988    <HS Female  Yes 2   72  6
19881469    1988    JC  Female  Yes 7   35  3
19881470    1988    HS  Male    Yes 4   32  3
19881471    1988    HS  Female  Yes 6   35  3
19881472    1988    HS  Male    Yes 8   29  2
19881473    1988    HS  Male    Yes 6   62  6
19881475    1988    Bach    Female  Yes 7   28  2
19881477    1988    <HS Female  Yes 5   54  5
19881479    1988    Bach    Male    Yes 6   51  5
19881480    1988    HS  Female  Yes 3   45  4
19881481    1988    Bach    Female  Yes 10  48  4
19890001    1989    <HS Male    No  1   22  2
19890004    1989    Bach    Male    Yes 6   26  2
19890006    1989    HS  Female  Yes 7   27  2
19890009    1989    HS  Male    Yes 4   40  4
19890011    1989    <HS Female  Yes 6   55  5
19890013    1989    HS  Male    Yes 5   65  6
19890014    1989    JC  Female  No  6   23  2
19890016    1989    <HS Female  Yes 4   38  3
19890017    1989    HS  Female  Yes 5   40  4
19890018    1989    <HS Female  No  4   42  4
19890020    1989    HS  Female  Yes 6   42  4
19890024    1989    HS  Male    Yes 5   22  2
19890025    1989    HS  Male    Yes 8   25  2
19890026    1989    <HS Female  No  3   63  6
19890028    1989    <HS Male    No  1   70  6
19890033    1989    HS  Female  Yes 9   48  4
19890034    1989    Grad    Female  No  3   41  4
19890036    1989    Bach    Male    No  7   45  4
19890038    1989    Grad    Male    Yes 10  58  5
19890039    1989    HS  Male    No  8   50  5
19890040    1989    Bach    Female  Yes 9   49  4
19890041    1989    HS  Male    Yes 9   75  6
19890042    1989    HS  Female  Yes 7   55  5
19890045    1989    <HS Female  Yes 8   25  2
19890046    1989    <HS Male    No  6   75  6
19890048    1989    <HS Female  Yes 5   47  4
19890052    1989    Bach    Female  No  6   50  5
19890053    1989    Bach    Female  Yes 10  27  2
19890054    1989    HS  Male    No  4   34  3
19890055    1989    HS  Female  No  5   32  3
19890056    1989    HS  Female  No  5   35  3
19890057    1989    HS  Female  Yes 1   24  2
19890058    1989    HS  Female  Yes 5   72  6
19890062    1989    HS  Male    Yes 4   31  3
19890063    1989    <HS Female  Yes 9   88  6
19890064    1989    <HS Male    Yes 5   78  6
19890066    1989    <HS Female  Yes 0   79  6
19890067    1989    HS  Female  No  2   47  4
19890068    1989    <HS Female  No  3   28  2
19890071    1989    HS  Female  Yes 0   72  6
19890074    1989    HS  Female  Yes 5   51  5
19890075    1989    Bach    Male    Yes 6   23  2
19890078    1989    HS  Male    Yes 7   47  4
19890079    1989    HS  Male    Yes 5   28  2
19890080    1989    HS  Female  No  0   51  5
19890081    1989    HS  Female  Yes 5   21  2
19890082    1989    Bach    Male    No  7   31  3
19890083    1989    <HS Female  Yes 2   26  2
19890085    1989    JC  Female  Yes 7   81  6
19890087    1989    HS  Male    Yes 4   25  2
19890088    1989    <HS Male    Yes 7   65  6
19890091    1989    HS  Male    Yes 7   44  4
19890093    1989    HS  Female  Yes 5   25  2
19890094    1989    HS  Female  Yes 6   67  6
19890098    1989    HS  Male    Yes 5   52  5
19890099    1989    HS  Male    Yes 6   37  3
19890102    1989    JC  Male    Yes 6   25  2
19890103    1989    <HS Male    No  0   30  3
19890104    1989    HS  Male    Yes 6   53  5
19890105    1989    HS  Female  Yes 7   67  6
19890106    1989    HS  Female  Yes 6   28  2
19890108    1989    <HS Female  Yes 3   54  5
19890109    1989    <HS Female  Yes 2   75  6
19890112    1989    <HS Female  Yes 4   56  5
19890113    1989    HS  Female  Yes 7   69  6
19890114    1989    <HS Female  Yes 3   21  2
19890115    1989    <HS Male    Yes 4   22  2
19890117    1989    HS  Male    Yes 4   59  5
19890119    1989    HS  Male    Yes 5   37  3
19890121    1989    HS  Male    Yes 7   68  6
19890122    1989    Grad    Male    Yes 10  34  3
19890123    1989    HS  Female  Yes 5   25  2
19890126    1989    Bach    Female  Yes 9   53  5
19890127    1989    Bach    Male    Yes 9   33  3
19890129    1989    HS  Female  Yes 6   28  2
19890130    1989    HS  Male    Yes 10  42  4
19890132    1989    HS  Female  Yes 8   48  4
19890133    1989    HS  Female  Yes 6   48  4
19890134    1989    HS  Male    Yes 9   56  5
19890141    1989    JC  Female  Yes 10  29  2
19890143    1989    HS  Male    Yes 5   45  4
19890144    1989    HS  Female  Yes 6   34  3
19890145    1989    HS  Male    Yes 4   35  3
19890146    1989    HS  Female  Yes 5   50  5
19890148    1989    HS  Female  Yes 5   38  3
19890150    1989    HS  Female  Yes 8   69  6
19890152    1989    <HS Female  Yes 7   60  6
19890154    1989    <HS Male    Yes 7   73  6
19890156    1989    HS  Female  Yes 6   32  3
19890157    1989    HS  Male    No  6   22  2
19890160    1989    HS  Female  Yes 5   35  3
19890163    1989    HS  Female  Yes 6   44  4
19890164    1989    HS  Male    Yes 7   44  4
19890165    1989    JC  Female  Yes 8   55  5
19890168    1989    Bach    Female  Yes 7   31  3
19890169    1989    Bach    Female  Yes 6   46  4
19890170    1989    HS  Male    Yes 6   42  4
19890171    1989    HS  Male    No  4   30  3
19890172    1989    HS  Female  Yes 8   73  6
19890173    1989    HS  Female  Yes 8   47  4
19890176    1989    Bach    Male    No  4   38  3
19890179    1989    HS  Female  Yes 8   37  3
19890182    1989    HS  Male    Yes 9   41  4
19890183    1989    HS  Female  Yes 7   34  3
19890184    1989    Grad    Male    Yes 9   41  4
19890185    1989    Grad    Male    Yes 8   59  5
19890188    1989    Bach    Female  Yes 9   61  6
19890190    1989    Bach    Male    Yes 10  46  4
19890191    1989    HS  Female  Yes 8   22  2
19890192    1989    HS  Male    Yes 6   21  2
19890194    1989    Grad    Female  Yes 10  32  3
19890195    1989    HS  Male    Yes 6   21  2
19890197    1989    HS  Female  No  8   21  2
19890198    1989    Grad    Male    Yes 10  38  3
19890201    1989    HS  Female  Yes 8   74  6
19890203    1989    Bach    Female  Yes 8   53  5
19890205    1989    Bach    Female  Yes 7   28  2
19890207    1989    HS  Male    Yes 5   23  2
19890209    1989    HS  Female  Yes 5   47  4
19890211    1989    <HS Female  Yes 2   59  5
19890212    1989    HS  Male    Yes 8   43  4
19890213    1989    Bach    Female  Yes 4   56  5
19890214    1989    HS  Female  Yes 2   38  3
19890216    1989    HS  Male    Yes 5   28  2
19890217    1989    HS  Female  Yes 4   41  4
19890218    1989    HS  Female  Yes 4   31  3
19890220    1989    HS  Female  Yes 6   38  3
19890222    1989    Bach    Female  Yes 9   30  3
19890223    1989    Bach    Male    Yes 8   36  3
19890226    1989    HS  Female  Yes 5   46  4
19890227    1989    HS  Female  Yes 9   54  5
19890228    1989    HS  Male    Yes 3   55  5
19890229    1989    Bach    Male    Yes 8   28  2
19890230    1989    HS  Female  Yes 6   38  3
19890233    1989    Bach    Female  Yes 5   26  2
19890236    1989    HS  Female  Yes 6   59  5
19890238    1989    Bach    Male    Yes 7   34  3
19890239    1989    Bach    Male    Yes 6   45  4
19890240    1989    <HS Female  Yes 0   78  6
19890241    1989    Bach    Female  Yes 8   38  3
19890242    1989    HS  Female  Yes 8   71  6
19890243    1989    Bach    Male    Yes 9   59  5
19890245    1989    <HS Female  Yes 1   83  6
19890247    1989    HS  Male    Yes 6   24  2
19890248    1989    <HS Female  Yes 1   47  4
19890251    1989    HS  Male    No  6   20  2
19890252    1989    <HS Female  Yes 1   89  6
19890253    1989    HS  Female  Yes 7   40  4
19890254    1989    Bach    Female  Yes 9   45  4
19890255    1989    JC  Female  Yes 0   33  3
19890257    1989    <HS Male    Yes 6   29  2
19890260    1989    HS  Male    Yes 7   21  2
19890261    1989    HS  Female  No  10  60  6
19890262    1989    JC  Male    Yes 4   34  3
19890263    1989    HS  Female  Yes 9   22  2
19890264    1989    <HS Female  Yes 6   63  6
19890268    1989    HS  Female  No  3   31  3
19890271    1989    HS  Male    Yes 5   41  4
19890272    1989    HS  Female  Yes 9   42  4
19890273    1989    HS  Female  No  8   38  3
19890275    1989    <HS Female  Yes 2   60  6
19890276    1989    HS  Female  Yes 6   70  6
19890278    1989    Bach    Female  Yes 9   61  6
19890279    1989    Bach    Male    No  7   42  4
19890280    1989    Grad    Male    No  4   42  4
19890281    1989    JC  Male    Yes 5   36  3
19890285    1989    HS  Female  Yes 8   56  5
19890286    1989    HS  Female  Yes 10  68  6
19890287    1989    HS  Male    Yes 7   65  6
19890289    1989    <HS Female  Yes 1   19  2
19890290    1989    Bach    Female  Yes 3   61  6
19890291    1989    HS  Female  Yes 6   61  6
19890292    1989    Grad    Female  Yes 5   54  5
19890293    1989    Grad    Male    Yes 10  40  4
19890296    1989    Bach    Male    Yes 9   51  5
19890297    1989    HS  Female  Yes 7   28  2
19890298    1989    HS  Male    Yes 7   59  5
19890299    1989    HS  Male    Yes 6   50  5
19890300    1989    HS  Male    Yes 7   53  5
19890301    1989    Grad    Female  Yes 7   36  3
19890302    1989    HS  Female  Yes 7   44  4
19890303    1989    <HS Female  Yes 1   24  2
19890306    1989    HS  Female  Yes 5   65  6
19890308    1989    HS  Female  Yes 2   21  2
19890312    1989    HS  Female  Yes 7   43  4
19890313    1989    HS  Male    Yes 7   23  2
19890314    1989    JC  Female  Yes 7   47  4
19890315    1989    Grad    Female  Yes 9   39  3
19890317    1989    JC  Male    Yes 6   31  3
19890318    1989    Grad    Male    Yes 10  48  4
19890319    1989    HS  Male    Yes 6   24  2
19890321    1989    HS  Male    No  4   19  2
19890322    1989    <HS Female  Yes 7   57  5
19890324    1989    Bach    Female  Yes 9   56  5
19890327    1989    HS  Male    Yes 7   33  3
19890328    1989    Bach    Male    Yes 7   27  2
19890330    1989    Grad    Female  Yes 9   44  4
19890331    1989    HS  Female  Yes 6   81  6
19890332    1989    HS  Female  Yes 8   55  5
19890335    1989    HS  Female  Yes 8   43  4
19890337    1989    HS  Female  Yes 7   28  2
19890338    1989    HS  Female  Yes 7   27  2
19890340    1989    HS  Male    Yes 6   33  3
19890341    1989    Grad    Female  Yes 9   36  3
19890343    1989    JC  Female  Yes 6   42  4
19890344    1989    HS  Female  Yes 4   38  3
19890345    1989    Bach    Male    Yes 8   37  3
19890347    1989    HS  Female  Yes 9   68  6
19890351    1989    <HS Female  Yes 8   68  6
19890352    1989    HS  Male    Yes 9   28  2
19890353    1989    HS  Male    Yes 5   21  2
19890354    1989    Bach    Male    Yes 6   27  2
19890355    1989    JC  Male    Yes 7   26  2
19890356    1989    HS  Female  Yes 6   29  2
19890357    1989    Bach    Female  Yes 8   39  3
19890360    1989    <HS Male    Yes 5   31  3
19890361    1989    HS  Female  Yes 7   81  6
19890362    1989    Grad    Female  Yes 9   32  3
19890363    1989    HS  Female  Yes 9   73  6
19890364    1989    Grad    Female  No  4   27  2
19890365    1989    Bach    Female  Yes 10  24  2
19890366    1989    Bach    Female  Yes 10  25  2
19890367    1989    Grad    Male    No  6   23  2
19890369    1989    <HS Male    Yes 0   82  6
19890371    1989    JC  Female  Yes 4   55  5
19890374    1989    Bach    Female  Yes 7   32  3
19890375    1989    Bach    Male    Yes 8   25  2
19890376    1989    HS  Female  Yes 5   43  4
19890377    1989    Bach    Female  Yes 8   35  3
19890378    1989    JC  Male    Yes 6   36  3
19890380    1989    HS  Male    Yes 6   19  2
19890381    1989    HS  Female  Yes 5   24  2
19890383    1989    HS  Male    Yes 5   45  4
19890384    1989    <HS Female  Yes 5   42  4
19890390    1989    <HS Female  No  10  81  6
19890391    1989    Bach    Male    Yes 10  38  3
19890394    1989    HS  Female  Yes 6   43  4
19890396    1989    HS  Male    Yes 7   45  4
19890397    1989    HS  Female  Yes 7   31  3
19890398    1989    HS  Male    Yes 6   30  3
19890399    1989    HS  Male    Yes 7   27  2
19890400    1989    Grad    Female  Yes 9   38  3
19890401    1989    Grad    Male    Yes 6   27  2
19890403    1989    JC  Male    Yes 6   33  3
19890404    1989    HS  Female  Yes 6   35  3
19890408    1989    HS  Female  Yes 10  72  6
19890409    1989    <HS Female  Yes 6   18  2
19890410    1989    HS  Female  No  1   71  6
19890412    1989    HS  Male    Yes 4   31  3
19890413    1989    HS  Female  Yes 5   33  3
19890414    1989    <HS Female  No  0   26  2
19890420    1989    <HS Female  Yes 2   36  3
19890421    1989    <HS Female  Yes 8   68  6
19890422    1989    JC  Male    Yes 8   32  3
19890424    1989    Bach    Male    Yes 5   25  2
19890425    1989    HS  Male    Yes 6   49  4
19890426    1989    HS  Male    Yes 7   24  2
19890427    1989    HS  Male    Yes 6   63  6
19890428    1989    Bach    Female  Yes 9   33  3
19890430    1989    Grad    Male    Yes 9   67  6
19890431    1989    HS  Male    Yes 5   53  5
19890432    1989    HS  Female  Yes 7   66  6
19890433    1989    HS  Male    Yes 7   72  6
19890434    1989    <HS Female  Yes 2   69  6
19890435    1989    Bach    Female  Yes 9   43  4
19890436    1989    <HS Female  No  2   39  3
19890437    1989    <HS Female  Yes 3   25  2
19890439    1989    HS  Male    No  7   34  3
19890441    1989    Grad    Male    Yes 6   65  6
19890443    1989    Bach    Male    Yes 10  43  4
19890444    1989    HS  Female  Yes 7   37  3
19890445    1989    JC  Male    Yes 10  76  6
19890446    1989    HS  Female  Yes 9   79  6
19890447    1989    HS  Male    Yes 9   29  2
19890448    1989    HS  Male    Yes 7   44  4
19890449    1989    Bach    Female  Yes 5   27  2
19890451    1989    HS  Female  Yes 5   47  4
19890452    1989    <HS Female  Yes 5   50  5
19890454    1989    <HS Female  Yes 6   47  4
19890455    1989    JC  Male    Yes 8   28  2
19890456    1989    HS  Female  Yes 9   38  3
19890457    1989    HS  Male    Yes 6   68  6
19890458    1989    <HS Female  Yes 5   67  6
19890459    1989    HS  Female  Yes 5   55  5
19890460    1989    HS  Male    Yes 7   40  4
19890464    1989    Bach    Male    Yes 8   31  3
19890465    1989    HS  Female  Yes 4   57  5
19890466    1989    HS  Female  Yes 9   32  3
19890469    1989    HS  Female  Yes 5   51  5
19890470    1989    HS  Female  Yes 6   33  3
19890472    1989    HS  Female  Yes 7   19  2
19890474    1989    HS  Male    Yes 5   39  3
19890475    1989    <HS Male    Yes 4   54  5
19890476    1989    HS  Female  Yes 6   38  3
19890477    1989    HS  Male    Yes 7   43  4
19890478    1989    JC  Female  Yes 8   29  2
19890481    1989    <HS Male    No  1   58  5
19890484    1989    HS  Female  Yes 8   31  3
19890485    1989    JC  Female  Yes 7   36  3
19890486    1989    HS  Female  Yes 10  73  6
19890488    1989    HS  Female  Yes 6   27  2
19890489    1989    HS  Female  Yes 5   24  2
19890491    1989    HS  Female  Yes 6   42  4
19890492    1989    HS  Female  Yes 9   30  3
19890494    1989    HS  Male    Yes 8   39  3
19890495    1989    HS  Female  Yes 4   28  2
19890496    1989    HS  Female  Yes 5   67  6
19890498    1989    HS  Female  Yes 6   33  3
19890499    1989    Grad    Male    Yes 10  36  3
19890501    1989    HS  Male    Yes 6   31  3
19890502    1989    Bach    Male    Yes 8   62  6
19890504    1989    <HS Female  Yes 7   52  5
19890505    1989    HS  Female  Yes 6   48  4
19890506    1989    Bach    Female  Yes 10  49  4
19890507    1989    HS  Female  Yes 4   30  3
19890510    1989    Bach    Female  Yes 5   29  2
19890511    1989    Bach    Female  Yes 8   25  2
19890512    1989    HS  Female  Yes 5   27  2
19890514    1989    Grad    Female  Yes 9   63  6
19890517    1989    Bach    Female  Yes 7   25  2
19890518    1989    Bach    Male    Yes 10  31  3
19890519    1989    HS  Female  Yes 8   77  6
19890521    1989    HS  Female  Yes 7   55  5
19890523    1989    HS  Male    Yes 7   48  4
19890524    1989    HS  Male    Yes 8   29  2
19890527    1989    HS  Female  Yes 6   43  4
19890528    1989    <HS Male    Yes 5   63  6
19890529    1989    HS  Male    Yes 8   28  2
19890530    1989    HS  Male    No  7   69  6
19890531    1989    HS  Female  Yes 4   34  3
19890534    1989    <HS Female  Yes 5   35  3
19890535    1989    <HS Female  Yes 4   29  2
19890537    1989    <HS Female  Yes 6   21  2
19890539    1989    <HS Female  Yes 8   18  2
19890540    1989    Grad    Female  Yes 10  31  3
19890541    1989    JC  Female  Yes 6   31  3
19890542    1989    <HS Female  Yes 4   31  3
19890543    1989    HS  Female  Yes 6   48  4
19890544    1989    HS  Female  Yes 6   19  2
19890545    1989    HS  Female  Yes 8   43  4
19890547    1989    JC  Male    Yes 8   48  4
19890548    1989    <HS Female  Yes 7   70  6
19890551    1989    <HS Female  Yes 4   85  6
19890553    1989    Bach    Male    Yes 6   36  3
19890554    1989    HS  Female  Yes 9   70  6
19890555    1989    Bach    Male    Yes 8   40  4
19890556    1989    Bach    Male    Yes 8   34  3
19890558    1989    HS  Male    Yes 7   24  2
19890561    1989    HS  Female  Yes 7   49  4
19890563    1989    HS  Female  Yes 6   61  6
19890564    1989    JC  Female  Yes 7   24  2
19890565    1989    Bach    Female  Yes 7   36  3
19890566    1989    HS  Male    Yes 6   64  6
19890567    1989    <HS Female  Yes 7   72  6
19890569    1989    Bach    Male    Yes 6   54  5
19890570    1989    HS  Female  Yes 6   64  6
19890572    1989    HS  Female  Yes 6   27  2
19890573    1989    HS  Male    Yes 6   76  6
19890574    1989    JC  Female  Yes 5   33  3
19890575    1989    JC  Male    Yes 7   38  3
19890576    1989    HS  Male    Yes 4   72  6
19890578    1989    HS  Male    Yes 7   57  5
19890580    1989    HS  Female  Yes 5   49  4
19890581    1989    HS  Male    Yes 5   25  2
19890582    1989    HS  Male    Yes 5   44  4
19890583    1989    Bach    Female  Yes 7   44  4
19890584    1989    Bach    Male    Yes 8   29  2
19890585    1989    Bach    Female  Yes 9   39  3
19890587    1989    HS  Female  Yes 4   24  2
19890588    1989    <HS Male    Yes 4   49  4
19890589    1989    HS  Female  Yes 5   45  4
19890590    1989    HS  Female  Yes 6   46  4
19890592    1989    Grad    Male    Yes 9   46  4
19890594    1989    HS  Male    Yes 6   39  3
19890595    1989    HS  Female  Yes 8   61  6
19890598    1989    HS  Female  Yes 7   56  5
19890599    1989    <HS Male    Yes 4   34  3
19890600    1989    Bach    Female  Yes 8   28  2
19890602    1989    HS  Male    Yes 6   25  2
19890603    1989    HS  Male    Yes 5   29  2
19890605    1989    Bach    Female  Yes 7   40  4
19890607    1989    HS  Female  Yes 6   28  2
19890608    1989    HS  Female  Yes 7   42  4
19890609    1989    HS  Female  Yes 6   44  4
19890610    1989    Bach    Male    Yes 7   34  3
19890611    1989    JC  Female  Yes 7   33  3
19890613    1989    Grad    Male    Yes 7   75  6
19890614    1989    <HS Male    Yes 3   72  6
19890616    1989    HS  Male    Yes 9   89  6
19890620    1989    HS  Female  Yes 8   67  6
19890621    1989    HS  Female  Yes 4   30  3
19890622    1989    HS  Male    Yes 6   62  6
19890624    1989    HS  Female  Yes 7   28  2
19890628    1989    HS  Female  Yes 4   83  6
19890629    1989    <HS Male    Yes 6   52  5
19890630    1989    HS  Female  Yes 5   67  6
19890632    1989    HS  Female  Yes 5   31  3
19890633    1989    HS  Female  Yes 4   46  4
19890634    1989    HS  Female  Yes 7   51  5
19890635    1989    HS  Female  Yes 6   58  5
19890636    1989    HS  Female  Yes 2   41  4
19890639    1989    Bach    Female  Yes 4   56  5
19890640    1989    <HS Female  No  1   32  3
19890643    1989    Bach    Male    Yes 6   39  3
19890644    1989    HS  Male    Yes 8   64  6
19890645    1989    HS  Female  Yes 8   85  6
19890647    1989    <HS Male    Yes 3   89  6
19890648    1989    HS  Female  Yes 8   25  2
19890649    1989    Bach    Male    Yes 6   40  4
19890650    1989    HS  Female  Yes 5   28  2
19890652    1989    Bach    Female  Yes 7   31  3
19890653    1989    Grad    Male    Yes 10  38  3
19890654    1989    HS  Female  Yes 8   40  4
19890658    1989    HS  Male    Yes 5   38  3
19890659    1989    HS  Female  Yes 6   43  4
19890660    1989    Bach    Female  Yes 6   35  3
19890661    1989    HS  Female  Yes 8   61  6
19890662    1989    HS  Female  Yes 7   46  4
19890663    1989    HS  Male    Yes 5   55  5
19890664    1989    Grad    Male    Yes 10  88  6
19890668    1989    <HS Male    Yes 1   85  6
19890670    1989    HS  Male    Yes 7   46  4
19890671    1989    HS  Male    Yes 7   36  3
19890672    1989    HS  Female  Yes 5   67  6
19890676    1989    JC  Male    Yes 4   36  3
19890677    1989    HS  Female  Yes 3   54  5
19890679    1989    Grad    Male    Yes 9   27  2
19890680    1989    <HS Female  Yes 4   59  5
19890681    1989    JC  Female  Yes 2   43  4
19890682    1989    JC  Male    Yes 5   54  5
19890685    1989    HS  Female  Yes 2   22  2
19890687    1989    Bach    Female  Yes 8   30  3
19890688    1989    HS  Male    Yes 6   70  6
19890689    1989    HS  Male    Yes 7   27  2
19890691    1989    Grad    Male    Yes 10  36  3
19890694    1989    HS  Female  Yes 4   25  2
19890696    1989    Bach    Female  Yes 8   25  2
19890697    1989    HS  Male    Yes 2   20  2
19890698    1989    HS  Female  Yes 5   37  3
19890699    1989    Bach    Male    Yes 8   42  4
19890700    1989    HS  Female  Yes 6   39  3
19890703    1989    Bach    Female  Yes 8   30  3
19890704    1989    <HS Female  Yes 3   58  5
19890706    1989    <HS Male    Yes 3   20  2
19890708    1989    <HS Female  Yes 2   87  6
19890709    1989    HS  Female  Yes 6   36  3
19890710    1989    <HS Female  Yes 4   61  6
19890712    1989    HS  Female  Yes 3   38  3
19890713    1989    JC  Female  Yes 3   47  4
19890716    1989    <HS Female  Yes 1   28  2
19890717    1989    HS  Female  Yes 10  41  4
19890719    1989    Bach    Male    Yes 7   36  3
19890720    1989    HS  Female  Yes 5   36  3
19890723    1989    HS  Male    Yes 5   45  4
19890724    1989    HS  Female  No  6   55  5
19890725    1989    <HS Female  Yes 5   60  6
